ID,Level,Page,Type,Question,Answer,OptionA,OptionB,OptionC,OptionD,CorrectOption
892,Novice,27,Toss-up,This virtue obliges us to love God and our neighbour.,What is charity?,What is charity?,"What are: ""Feed my lambs, feed my sheep."" (Jn. 21: 15-17)",What is a virtue?,"What are: Baptism, Confirmation, Holy Orders, and Extreme Unction (or Anointing of the Sick)?",A
893,Novice,27,Toss-up,This cardinal virtue enables one to be moderate and controlled in actions and thoughts.,What is temperance?,What is a habit?,"What is the Seventh Commandment: ""You shall not steal?""",What are the Gospels?,What is temperance?,D
894,Novice,27,Toss-up,This is how we should bear wrongs.,What is patiently?,What is an Advent Wreath?,What is Easter?,What is patiently?,What is the Apostles' Creed?,C
895,Novice,27,Toss-up,"Hatred of God or neighbour, sloth, envy, and scandal, are all sins against this theological virtue.",What is charity (love)?,What is Apocalypse?,What is Confirmation?,What are the Old Testament and the New Testament?,What is charity (love)?,D
896,Novice,27,Toss-up,"This is the name given to the virtues of faith, hope and charity.",What are the theological virtues?,"What is Penance, Reconciliation or Confession?",What are the theological virtues?,What is original sin?,What is the Miraculous Medal?,B
897,Novice,27,Toss-up,This sin destroys Sanctifying Grace and causes the death of the supernatural life of the soul.,What is mortal sin?,What is a vocation?,What is mortal sin?,What is muteness?,What is the Hail Mary?,B
898,Novice,27,Toss-up,This sin is the lying about another person and injuring his good name.,What is calumny? (slander),What are 16?,What is calumny? (slander),What is a sacrament?,What is incense?,B
899,Novice,27,Toss-up,This is the Seventh Commandment.,"What is ""You shall not steal?""",What is the Name of Jesus?,"What is the word ""Gospel?""",What is a martyr?,"What is ""You shall not steal?""",D
900,Novice,27,Toss-up,This is the symbol of Hope.,What is an anchor?,What is an anchor?,What is charity?,"What is Penance, Reconciliation or Confession?",What are: (1) Jesus Rises from the Dead. (2) Jesus Ascends into Heaven. (3) The Holy Spirit Descends upon the Apostles. (4) Mary is Assumed into Heaven (The Assumption) (5) Mary is Crowned Queen of Heaven and Earth?,A
901,Novice,27,Toss-up,This commandment prohibits usury.,"What is the Seventh Commandment: ""You shall not steal?""",What is a virtue?,"What is the Seventh Commandment: ""You shall not steal?""",What is penance?,What is grace?,B
902,Novice,27,Toss-up,"Because Adam and Eve sinned against God, they lost this gift.",What is sanctifying grace or the right to Heaven?,What is: Honour your father and your mother?,What is a virtue?,"What is, ""You have revealed them. Who can neither deceive, nor be deceived?""",What is sanctifying grace or the right to Heaven?,D
903,Novice,27,Toss-up,"This sin is irreverence to consecrated persons, places or things.",What is sacrilege?,What is: He would send a Redeemer?,What is sacrilege?,What is Christmas?,What is the purificator?,B
904,Novice,27,Toss-up,This is the Third Commandment.,"What is, ""Keep Holy the Lord's Day?""",What is Good Friday?,What are angels?,What is incense?,"What is, ""Keep Holy the Lord's Day?""",D
905,Novice,27,Toss-up,This sin was passed down to the whole human race by Adam and Eve.,What is original sin?,What is Christmas?,What is Apocalypse?,What is holy water?,What is original sin?,D
907,Novice,28,Toss-up,These sins are the source of all other human failings.,What are capital sins?,What are (natural) reason and Revelation?,What is penance?,"What is ""So be it?""",What are capital sins?,D
908,Novice,28,Toss-up,"This is Whom we should love with all our heart, with all our soul, and with all our mind and with all our strength.",Who is the One Lord?,Who is a catechumen?,Who is God the Father?,Who is the One Lord?,Who is St. Peter?,C
909,Novice,28,Toss-up,These sacraments are known as the sacraments of the dead.,"What are Baptism, Reconciliation, and Anointing of the Sick?",What is the Feast of the Ascension?,"What are Baptism, Reconciliation, and Anointing of the Sick?",What are 153?,What is: You shall not covet your neighbour's goods?,B
910,Novice,28,Toss-up,This is the belief in God which we must have in order to save our soul.,What is faith?,What is faith?,What is a wise man?,What is the Bible? (Sacred Scriptures) * only Old or New Testament is incorrect. Old and New T. is okay.,What is an altar?,A
911,Novice,28,Toss-up,This virtue obliges us to trust in God.,What is hope?,What is hope?,What is petition?,What is a Pharaoh?,What is the sanctuary lamp?,A
912,Novice,28,Toss-up,"They are prudence, justice, temperance and fortitude.",What are the cardinal virtues?,What is seven days?,What is the Baptism of Jesus in the Jordan River?,What are the cardinal virtues?,What is Benediction of the Blessed Sacrament?,C
913,Novice,28,Toss-up,"We should go to confession regularly, especially if we commit this.",What is a mortal sin?,What is the state of grace?,What is a mortal sin?,What is 15?,"What are chrism, oil of the sick, and oil of the catechumens?",B
914,Novice,28,Toss-up,"This sin is so named because it came down to us through our origin, or descent, from Adam and Eve.",What is original sin?,What are angels?,"What are: Wisdom, Understanding, Counsel (Right Judgement), Fortitude (Courage), Knowledge, Piety, and Fear of the Lord?",What is original sin?,What is the consecration?,C
915,Novice,28,Toss-up,"This is insulting language which expresses contempt for God either directly, or through His Saints and Holy objects.",What is blasphemy?,What is three times?,What is blasphemy?,What is sanctifying grace?,"What are chrism, oil of the sick, and oil of the catechumens?",B
916,Novice,28,Toss-up,This is a bad habit that leads us away from Christian happiness.,What is a vice or sin?,What is a vigil?,What is grace?,What is the Catholic Church?,What is a vice or sin?,D
917,Novice,28,Toss-up,This cardinal virtue is the constant and permanent determination to give everyone his or her rightful due.,What is justice?,"What are gold, frankincense and myrrh.","What is ""Adam""?",What is justice?,"What is the Second Joyful Mystery, the Visitation of Mary.",C
918,Novice,28,Toss-up,"They are faith, hope and charity.",What are the theological virtues?,"What are: ""The Apostles' Creed"", ""The Lord's Prayer"", ""The Hail Mary"", and the ""Glory be to the Father""?",What is seventy times seven?,What is anger?,What are the theological virtues?,D
919,Novice,28,Toss-up,This is a great truth revealed by God which our limited minds will never be able to wholly understand.,What is a mystery?,What is an anchor?,What is pride?,What is Heaven?,What is a mystery?,D
920,Novice,28,Toss-up,By these two ways we can know there is a God.,What are (natural) reason and Revelation?,What are (natural) reason and Revelation?,What is a mystery?,What is the Garden of Eden?,What is a martyr?,A
922,Novice,29,Toss-up,He was the leader of the fallen angels.,Who is Lucifer?,Who is Sara? (Gn. 21:2),Who is St. Peter Claver?,Who is Lucifer?,Who is St. Martin of Tours?,C
923,Novice,29,Toss-up,"These are spirits or real spiritual beings, without bodies, who have understanding and free will.",What are angels?,What are the cardinal virtues?,What are the cruets?,What are angels?,"What is: ""So be it?""",C
924,Novice,29,Toss-up,"This is the most recent doctrine defined by a pope, and is celebrated on Aug. 15 (also a feast day).",What is the Feast of the Assumption?,"What are: ""I am the way, the truth, and the life?"" (Jn. 14:6).","What is ""Holy, Holy Holy?""",What is grace?,What is the Feast of the Assumption?,D
925,Novice,29,Toss-up,Ash Wednesday ashes are made from these.,What are palms used on Palm Sunday?,What are the Ninth & Tenth Commandments?,What is May 1917?,What is a mortal sin?,What are palms used on Palm Sunday?,D
926,Novice,29,Toss-up,Christ sent to earth this Person so that we might unceasingly be renewed in Him.,Who is the Holy Spirit?,Who is the Holy Spirit?,Who is St. Stanislaus?,Who is St. Peter Claver?,Who is St. Michael?,A
927,Novice,29,Toss-up,This is how we learn the truth about God apart from what we know by reason.,What is revelation?,What is the homily?,What is the Apostles' Creed?,"What is ""Who is like God?""",What is revelation?,D
928,Novice,29,Toss-up,Revelation is divided into these two categories.,What are scripture and tradition?,What are scripture and tradition?,What is the Seventh Commandment?,What is Mt. Sinai (or Horeb)?,What are the Gospels?,A
929,Novice,29,Toss-up,This liturgical symbol has one pink candle and three purple candles.,What is an Advent Wreath?,What is Holy Communion?,What is Chrism?,What is His Resurrection from the dead.,What is an Advent Wreath?,D
